en,fr,es,it
":[align=center]:""Endormi, votre \c[2]Pokemon\c[0] ne peut plus agir en combat pendant plusieurs tours à la suite. \nlLe \c[2]Pokemon\c[0] se réveille à la fin de ces tours. \nlL’effet peut persister même en dehors des combats si le \c[2]Pokemon\c[0] ne s’est pas réveillé durant le combat. \nlIl faut utiliser un Réveil pour le contrer !""",":[align=center]:""Endormi, votre \c[2]Pokemon\c[0] ne peut plus agir en combat pendant plusieurs tours à la suite. \nlLe \c[2]Pokemon\c[0] se réveille à la fin de ces tours. \nlL’effet peut persister même en dehors des combats si le \c[2]Pokemon\c[0] ne s’est pas réveillé durant le combat. \nlIl faut utiliser un Réveil pour le contrer !""",":[align=center]:""Endormi, votre \c[2]Pokemon\c[0] ne peut plus agir en combat pendant plusieurs tours à la suite. \nlLe \c[2]Pokemon\c[0] se réveille à la fin de ces tours. \nlL’effet peut persister même en dehors des combats si le \c[2]Pokemon\c[0] ne s’est pas réveillé durant le combat. \nlIl faut utiliser un Réveil pour le contrer !""",":[align=center]:""Endormi, votre \c[2]Pokemon\c[0] ne peut plus agir en combat pendant plusieurs tours à la suite. \nlLe \c[2]Pokemon\c[0] se réveille à la fin de ces tours. \nlL’effet peut persister même en dehors des combats si le \c[2]Pokemon\c[0] ne s’est pas réveillé durant le combat. \nlIl faut utiliser un Réveil pour le contrer !"""
:[align=center]:\s[i]Continuer à lire le tableau ?\s[r],:[align=center]:\s[i]Continuer à lire le tableau ?\s[r],:[align=center]:\s[i]Continuer à lire le tableau ?\s[r],:[align=center]:\s[i]Continuer à lire le tableau ?\s[r]
Oui !,Oui !,Oui !,Oui !
Non.,Non.,Non.,Non.
":[align=center]:""Empoisonné, votre \c[2]Pokemon\c[0] perd régulièrement des points de vie. Il agit même en dehors des combats. \nlIl faut prendre un Antidote pour le guérir !""",":[align=center]:""Empoisonné, votre \c[2]Pokemon\c[0] perd régulièrement des points de vie. Il agit même en dehors des combats. \nlIl faut prendre un Antidote pour le guérir !""",":[align=center]:""Empoisonné, votre \c[2]Pokemon\c[0] perd régulièrement des points de vie. Il agit même en dehors des combats. \nlIl faut prendre un Antidote pour le guérir !""",":[align=center]:""Empoisonné, votre \c[2]Pokemon\c[0] perd régulièrement des points de vie. Il agit même en dehors des combats. \nlIl faut prendre un Antidote pour le guérir !"""
:[align=center]:\s[i]Continuer à lire le tableau ?\s[r],:[align=center]:\s[i]Continuer à lire le tableau ?\s[r],:[align=center]:\s[i]Continuer à lire le tableau ?\s[r],:[align=center]:\s[i]Continuer à lire le tableau ?\s[r]
Oui !,Oui !,Oui !,Oui !
Non.,Non.,Non.,Non.
"Roh, me tarde que les cours se finissent pour que j'aille jouer à la console !","Roh, me tarde que les cours se finissent pour que j'aille jouer à la console !","Roh, me tarde que les cours se finissent pour que j'aille jouer à la console !","Roh, me tarde que les cours se finissent pour que j'aille jouer à la console !"
\s[i]Voulez-vous lire un de ces livres portant sur les \c[2]Pokemon légendaires fabuleux\c[0] ?\s[r],\s[i]Voulez-vous lire un de ces livres portant sur les \c[2]Pokemon légendaires fabuleux\c[0] ?\s[r],\s[i]Voulez-vous lire un de ces livres portant sur les \c[2]Pokemon légendaires fabuleux\c[0] ?\s[r],\s[i]Voulez-vous lire un de ces livres portant sur les \c[2]Pokemon légendaires fabuleux\c[0] ?\s[r]
Keldeo,Keldeo,Keldeo,Keldeo
Genesect,Genesect,Genesect,Genesect
Shaymin,Shaymin,Shaymin,Shaymin
Non,Non,Non,Non
"\c[2]Keldeo\c[0] est un Pokémon légendaire encore jeune mais déterminé, élevé dans la tradition des Lames de la Justice : \c[2]Cobaltium\c[0], \c[2]Terrakium\c[0] et \nl\c[2]Viridium\c[0].\nlIl incarne le courage, l’innocence et la volonté d’apprendre, aspirant à défendre les innocents et à se montrer digne de ses maîtres.\nlSa bravoure se manifeste dans chaque mouvement, rapide et précis comme l’eau d’un torrent, mais toujours guidée par la sagesse de ceux qui l’ont formé.\nlIl ne manie pas \nlseulement son sabre, mais aussi les valeurs qui font des Lames de la Justice ce qu’elles sont : protection, honneur et équilibre.","\c[2]Keldeo\c[0] est un Pokémon légendaire encore jeune mais déterminé, élevé dans la tradition des Lames de la Justice : \c[2]Cobaltium\c[0], \c[2]Terrakium\c[0] et \nl\c[2]Viridium\c[0].\nlIl incarne le courage, l’innocence et la volonté d’apprendre, aspirant à défendre les innocents et à se montrer digne de ses maîtres.\nlSa bravoure se manifeste dans chaque mouvement, rapide et précis comme l’eau d’un torrent, mais toujours guidée par la sagesse de ceux qui l’ont formé.\nlIl ne manie pas \nlseulement son sabre, mais aussi les valeurs qui font des Lames de la Justice ce qu’elles sont : protection, honneur et équilibre.","\c[2]Keldeo\c[0] est un Pokémon légendaire encore jeune mais déterminé, élevé dans la tradition des Lames de la Justice : \c[2]Cobaltium\c[0], \c[2]Terrakium\c[0] et \nl\c[2]Viridium\c[0].\nlIl incarne le courage, l’innocence et la volonté d’apprendre, aspirant à défendre les innocents et à se montrer digne de ses maîtres.\nlSa bravoure se manifeste dans chaque mouvement, rapide et précis comme l’eau d’un torrent, mais toujours guidée par la sagesse de ceux qui l’ont formé.\nlIl ne manie pas \nlseulement son sabre, mais aussi les valeurs qui font des Lames de la Justice ce qu’elles sont : protection, honneur et équilibre.","\c[2]Keldeo\c[0] est un Pokémon légendaire encore jeune mais déterminé, élevé dans la tradition des Lames de la Justice : \c[2]Cobaltium\c[0], \c[2]Terrakium\c[0] et \nl\c[2]Viridium\c[0].\nlIl incarne le courage, l’innocence et la volonté d’apprendre, aspirant à défendre les innocents et à se montrer digne de ses maîtres.\nlSa bravoure se manifeste dans chaque mouvement, rapide et précis comme l’eau d’un torrent, mais toujours guidée par la sagesse de ceux qui l’ont formé.\nlIl ne manie pas \nlseulement son sabre, mais aussi les valeurs qui font des Lames de la Justice ce qu’elles sont : protection, honneur et équilibre."
"On raconte qu’il parcourt les plaines et les rivières, là où l’injustice menace les faibles, et que sa présence est un signe que la lumière de la justice veille encore.\nlSes exploits, bien que jeunes et parfois maladroits, laissent présager qu’un jour il égalera ses mentors et deviendra un symbole de courage et de droiture.\nlCertains \nlanciens guerriers racontent qu’il est possible de le rencontrer près des ruines baignées par le soleil, là où les maîtres lui ont enseigné ses premières leçons, et que \nlsa loyauté envers ses idéaux brille plus fort que l’acier de son épée.","On raconte qu’il parcourt les plaines et les rivières, là où l’injustice menace les faibles, et que sa présence est un signe que la lumière de la justice veille encore.\nlSes exploits, bien que jeunes et parfois maladroits, laissent présager qu’un jour il égalera ses mentors et deviendra un symbole de courage et de droiture.\nlCertains \nlanciens guerriers racontent qu’il est possible de le rencontrer près des ruines baignées par le soleil, là où les maîtres lui ont enseigné ses premières leçons, et que \nlsa loyauté envers ses idéaux brille plus fort que l’acier de son épée.","On raconte qu’il parcourt les plaines et les rivières, là où l’injustice menace les faibles, et que sa présence est un signe que la lumière de la justice veille encore.\nlSes exploits, bien que jeunes et parfois maladroits, laissent présager qu’un jour il égalera ses mentors et deviendra un symbole de courage et de droiture.\nlCertains \nlanciens guerriers racontent qu’il est possible de le rencontrer près des ruines baignées par le soleil, là où les maîtres lui ont enseigné ses premières leçons, et que \nlsa loyauté envers ses idéaux brille plus fort que l’acier de son épée.","On raconte qu’il parcourt les plaines et les rivières, là où l’injustice menace les faibles, et que sa présence est un signe que la lumière de la justice veille encore.\nlSes exploits, bien que jeunes et parfois maladroits, laissent présager qu’un jour il égalera ses mentors et deviendra un symbole de courage et de droiture.\nlCertains \nlanciens guerriers racontent qu’il est possible de le rencontrer près des ruines baignées par le soleil, là où les maîtres lui ont enseigné ses premières leçons, et que \nlsa loyauté envers ses idéaux brille plus fort que l’acier de son épée."
"\c[2]Genesect\c[0] est un Pokémon mythique, vestige d’une époque oubliée où l’homme et la technologie cherchaient à maîtriser la puissance des Pokémon.\nlTransformé par la science à partir d’un ancêtre disparu depuis des millénaires, il est devenu à la fois machine et guerrier, porteur d’une force redoutable.\nlSon canon dorsal, capable de projeter des flammes et des projectiles d’énergie, symbolise la fusion du génie humain et de l’instinct primordial des Pokémon anciens.\nlMais derrière son apparence de machine se cache un esprit conscient, intelligent et stratégique, héritier des mystères du passé.","\c[2]Genesect\c[0] est un Pokémon mythique, vestige d’une époque oubliée où l’homme et la technologie cherchaient à maîtriser la puissance des Pokémon.\nlTransformé par la science à partir d’un ancêtre disparu depuis des millénaires, il est devenu à la fois machine et guerrier, porteur d’une force redoutable.\nlSon canon dorsal, capable de projeter des flammes et des projectiles d’énergie, symbolise la fusion du génie humain et de l’instinct primordial des Pokémon anciens.\nlMais derrière son apparence de machine se cache un esprit conscient, intelligent et stratégique, héritier des mystères du passé.","\c[2]Genesect\c[0] est un Pokémon mythique, vestige d’une époque oubliée où l’homme et la technologie cherchaient à maîtriser la puissance des Pokémon.\nlTransformé par la science à partir d’un ancêtre disparu depuis des millénaires, il est devenu à la fois machine et guerrier, porteur d’une force redoutable.\nlSon canon dorsal, capable de projeter des flammes et des projectiles d’énergie, symbolise la fusion du génie humain et de l’instinct primordial des Pokémon anciens.\nlMais derrière son apparence de machine se cache un esprit conscient, intelligent et stratégique, héritier des mystères du passé.","\c[2]Genesect\c[0] est un Pokémon mythique, vestige d’une époque oubliée où l’homme et la technologie cherchaient à maîtriser la puissance des Pokémon.\nlTransformé par la science à partir d’un ancêtre disparu depuis des millénaires, il est devenu à la fois machine et guerrier, porteur d’une force redoutable.\nlSon canon dorsal, capable de projeter des flammes et des projectiles d’énergie, symbolise la fusion du génie humain et de l’instinct primordial des Pokémon anciens.\nlMais derrière son apparence de machine se cache un esprit conscient, intelligent et stratégique, héritier des mystères du passé."
"On raconte que \c[2]Genesect\c[0] se dissimule dans des ruines industrielles oubliées, là où la science ancienne a tenté de défier la nature elle-même.\nlIl n’apparaît qu’à ceux qui s’aventurent assez loin pour découvrir les secrets d’un monde révolu, et qui respectent la force et l’intelligence de ce Pokémon mythique.\nlPour certains, il est un avertissement : la puissance sans sagesse peut devenir une arme dangereuse, mais pour d’autres, il est le gardien silencieux d’un savoir \nlancien que seule la persévérance peut révéler.","On raconte que \c[2]Genesect\c[0] se dissimule dans des ruines industrielles oubliées, là où la science ancienne a tenté de défier la nature elle-même.\nlIl n’apparaît qu’à ceux qui s’aventurent assez loin pour découvrir les secrets d’un monde révolu, et qui respectent la force et l’intelligence de ce Pokémon mythique.\nlPour certains, il est un avertissement : la puissance sans sagesse peut devenir une arme dangereuse, mais pour d’autres, il est le gardien silencieux d’un savoir \nlancien que seule la persévérance peut révéler.","On raconte que \c[2]Genesect\c[0] se dissimule dans des ruines industrielles oubliées, là où la science ancienne a tenté de défier la nature elle-même.\nlIl n’apparaît qu’à ceux qui s’aventurent assez loin pour découvrir les secrets d’un monde révolu, et qui respectent la force et l’intelligence de ce Pokémon mythique.\nlPour certains, il est un avertissement : la puissance sans sagesse peut devenir une arme dangereuse, mais pour d’autres, il est le gardien silencieux d’un savoir \nlancien que seule la persévérance peut révéler.","On raconte que \c[2]Genesect\c[0] se dissimule dans des ruines industrielles oubliées, là où la science ancienne a tenté de défier la nature elle-même.\nlIl n’apparaît qu’à ceux qui s’aventurent assez loin pour découvrir les secrets d’un monde révolu, et qui respectent la force et l’intelligence de ce Pokémon mythique.\nlPour certains, il est un avertissement : la puissance sans sagesse peut devenir une arme dangereuse, mais pour d’autres, il est le gardien silencieux d’un savoir \nlancien que seule la persévérance peut révéler."
"\c[2]Shaymin\c[0], le Pokémon Gratitude, est un être minuscule mais d’une énergie vivifiante.\nlIl parcourt les plaines et les prairies, apportant avec lui le parfum des fleurs et la fraîcheur des vents printaniers.\nlOn dit qu’il apparaît là où la nature a été protégée avec soin et où le respect envers les Pokémon et les humains est \nlmanifeste.\nlSon apparition est un signe que les efforts pour préserver l’harmonie et l’équilibre ont été reconnus par le monde lui-même.","\c[2]Shaymin\c[0], le Pokémon Gratitude, est un être minuscule mais d’une énergie vivifiante.\nlIl parcourt les plaines et les prairies, apportant avec lui le parfum des fleurs et la fraîcheur des vents printaniers.\nlOn dit qu’il apparaît là où la nature a été protégée avec soin et où le respect envers les Pokémon et les humains est \nlmanifeste.\nlSon apparition est un signe que les efforts pour préserver l’harmonie et l’équilibre ont été reconnus par le monde lui-même.","\c[2]Shaymin\c[0], le Pokémon Gratitude, est un être minuscule mais d’une énergie vivifiante.\nlIl parcourt les plaines et les prairies, apportant avec lui le parfum des fleurs et la fraîcheur des vents printaniers.\nlOn dit qu’il apparaît là où la nature a été protégée avec soin et où le respect envers les Pokémon et les humains est \nlmanifeste.\nlSon apparition est un signe que les efforts pour préserver l’harmonie et l’équilibre ont été reconnus par le monde lui-même.","\c[2]Shaymin\c[0], le Pokémon Gratitude, est un être minuscule mais d’une énergie vivifiante.\nlIl parcourt les plaines et les prairies, apportant avec lui le parfum des fleurs et la fraîcheur des vents printaniers.\nlOn dit qu’il apparaît là où la nature a été protégée avec soin et où le respect envers les Pokémon et les humains est \nlmanifeste.\nlSon apparition est un signe que les efforts pour préserver l’harmonie et l’équilibre ont été reconnus par le monde lui-même."
